#1
float HeatingLoadProfiles(52561,10)
# time,bld1 (W),bld2 (W),bld3 (W),bld4 (W),bld5 (W),bld6 (W),bld7 (W),bld8 (W),District (W)
70800,10117.55469,10117.55469,10117.55566,10117.55762,10117.55469,10117.55469,10117.55566,10117.55566,80940.44336
71400,9848.545898,9848.545898,9848.546875,9848.548828,9848.545898,9848.545898,9848.546875,9848.546875,78788.37305
72000,9602.893555,9602.893555,9602.895508,9602.896484,9602.893555,9602.893555,9602.895508,9602.895508,76823.15723
72600,9376.174805,9376.174805,9376.175781,9376.176758,9376.174805,9376.174805,9376.175781,9376.175781,75009.40332
73200,9165.06543,9165.06543,9165.066406,9165.068359,9165.06543,9165.06543,9165.066406,9165.066406,73320.5293
73800,8967.515625,8967.515625,8967.516602,8967.518555,8967.515625,8967.515625,8967.516602,8967.516602,71740.13086
74400,8782.032227,8782.032227,8782.033203,8782.03418,8782.032227,8782.032227,8782.033203,8782.033203,70256.2627
75000,8607.423828,8607.423828,8607.424805,8607.425781,8607.423828,8607.423828,8607.424805,8607.424805,68859.39551
75600,8442.990234,8442.990234,8442.991211,8442.992188,8442.990234,8442.990234,8442.991211,8442.991211,67543.92676
76200,8288.051758,8288.051758,8288.052734,8288.053711,8288.051758,8288.051758,8288.052734,8288.052734,66304.41895
76800,8141.524414,8141.524414,8141.525391,8141.526367,8141.524414,8141.524414,8141.525391,8141.525391,65132.2002
77400,8002.691895,8002.691895,8002.692871,8002.693848,8002.691895,8002.691895,8002.692871,8002.692871,64021.54004
78000,7870.975098,7870.975098,7870.976074,7870.977051,7870.975098,7870.975098,7870.976074,7870.976074,62967.80566
78600,7745.851563,7745.851563,7745.852539,7745.853516,7745.851563,7745.851563,7745.852539,7745.852539,61966.81738
79200,8781.285156,8781.285156,8781.286133,8781.287109,8781.285156,8781.285156,8781.286133,8781.286133,70250.28613
79800,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,79485.28906
80400,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,79485.28906
81000,6392.057129,6392.057129,6392.057617,6392.058105,6392.057129,6392.057129,6392.057617,6392.057617,51136.45947
81600,6082.670898,6082.670898,6082.671387,6082.671387,6082.670898,6082.670898,6082.671387,6082.671387,48661.36914
82200,5836.952148,5836.952148,5836.952148,5836.952637,5836.952148,5836.952148,5836.952148,5836.952148,46695.61768
82800,5635.826172,5635.826172,5635.826172,5635.82666,5635.826172,5635.826172,5635.826172,5635.826172,45086.60986
83400,5467.837891,5467.837891,5467.838379,5467.838379,5467.837891,5467.837891,5467.838379,5467.838379,43742.70508
84000,5325.361816,5325.361816,5325.361816,5325.362305,5325.361816,5325.361816,5325.361816,5325.361816,42602.89502
84600,5202.717773,5202.717773,5202.717773,5202.718262,5202.717773,5202.717773,5202.717773,5202.717773,41621.74268
85200,5095.87207,5095.87207,5095.87207,5095.872559,5095.87207,5095.87207,5095.87207,5095.87207,40766.97705
85800,5001.862793,5001.862793,5001.862793,5001.863281,5001.862793,5001.862793,5001.862793,5001.862793,40014.90283
86400,4918.434082,4918.434082,4918.434082,4918.43457,4918.434082,4918.434082,4918.434082,4918.434082,39347.47314
87000,4843.980469,4843.980469,4843.980957,4843.980957,4843.980469,4843.980469,4843.980957,4843.980957,38751.8457
87600,4777.17627,4777.17627,4777.17627,4777.176758,4777.17627,4777.17627,4777.17627,4777.17627,38217.41064
88200,4716.601563,4716.601563,4716.601563,4716.602051,4716.601563,4716.601563,4716.601563,4716.601563,37732.81299
88800,4661.008301,4661.008301,4661.008789,4661.008789,4661.008301,4661.008301,4661.008789,4661.008789,37288.06836
89400,4609.335938,4609.335938,4609.335938,4609.336426,4609.335938,4609.335938,4609.335938,4609.335938,36874.68799
90000,4560.674316,4560.674316,4560.674805,4560.674805,4560.674316,4560.674316,4560.674805,4560.674805,36485.39648
90600,4514.633301,4514.633301,4514.633789,4514.633789,4514.633301,4514.633301,4514.633789,4514.633789,36117.06836
91200,4471.154297,4471.154297,4471.154297,4471.154785,4471.154297,4471.154297,4471.154297,4471.154297,35769.23486
91800,4429.791992,4429.791992,4429.791992,4429.79248,4429.791992,4429.791992,4429.791992,4429.791992,35438.33643
92400,4390.040039,4390.040039,4390.040039,4390.040039,4390.040039,4390.040039,4390.040039,4390.040039,35120.32031
93000,4351.360352,4351.360352,4351.36084,4351.36084,4351.360352,4351.360352,4351.36084,4351.36084,34810.88477
93600,4313.197754,4313.197754,4313.198242,4313.198242,4313.197754,4313.197754,4313.198242,4313.198242,34505.58398
94200,4412.828613,4412.828613,4412.831055,4412.833496,4412.828613,4412.828613,4412.831055,4412.831055,35302.64111
94800,4440.653809,4440.653809,4440.654297,4440.655273,4440.653809,4440.653809,4440.654297,4440.654297,35525.2334
95400,4452.571777,4452.571777,4452.572266,4452.572754,4452.571777,4452.571777,4452.572266,4452.572266,35620.57666
96000,4462.382324,4462.382324,4462.382813,4462.383301,4462.382324,4462.382324,4462.382813,4462.382813,35699.06104
96600,4471.342285,4471.342285,4471.342773,4471.34375,4471.342285,4471.342285,4471.342773,4471.342773,35770.74121
97200,4480.568848,4480.568848,4480.569336,4480.569824,4480.568848,4480.568848,4480.569336,4480.569336,35844.55322
97800,4491.003418,4491.003418,4491.003906,4491.004395,4491.003418,4491.003418,4491.003906,4491.003906,35928.02979
98400,4502.741699,4502.741699,4502.742188,4502.742676,4502.741699,4502.741699,4502.742188,4502.742188,36021.93604
99000,4515.350586,4515.350586,4515.351074,4515.351563,4515.350586,4515.350586,4515.351074,4515.351074,36122.80713
99600,4528.318359,4528.318359,4528.318848,4528.319336,4528.318359,4528.318359,4528.318848,4528.318848,36226.54932
100200,4541.092285,4541.092285,4541.092773,4541.093262,4541.092285,4541.092285,4541.092773,4541.092773,36328.74072
100800,4552.995117,4552.995117,4552.995605,4552.996094,4552.995117,4552.995117,4552.995605,4552.995605,36423.96338
101400,4564.824219,4564.824219,4564.824707,4564.825195,4564.824219,4564.824219,4564.824707,4564.824707,36518.59619
102000,4577.815918,4577.815918,4577.816406,4577.816895,4577.815918,4577.815918,4577.816406,4577.816406,36622.52979
102600,4592.143555,4592.143555,4592.144043,4592.144043,4592.143555,4592.143555,4592.144043,4592.144043,36737.15039
103200,4607.723633,4607.723633,4607.724121,4607.724609,4607.723633,4607.723633,4607.724121,4607.724121,36861.7915
103800,4623.154297,4623.154297,4623.154785,4623.155273,4623.154297,4623.154297,4623.154785,4623.154785,36985.23682
104400,4638.04248,4638.04248,4638.042969,4638.043457,4638.04248,4638.04248,4638.042969,4638.042969,37104.34229
105000,4652.272461,4652.272461,4652.272949,4652.273438,4652.272461,4652.272461,4652.272949,4652.272949,37218.18213
105600,4666.018555,4666.018555,4666.019043,4666.019531,4666.018555,4666.018555,4666.019043,4666.019043,37328.15088
106200,4679.388672,4679.388672,4679.388672,4679.38916,4679.388672,4679.388672,4679.388672,4679.388672,37435.10986
106800,4692.496582,4692.496582,4692.49707,4692.497559,4692.496582,4692.496582,4692.49707,4692.49707,37539.9751
107400,4705.518066,4705.518066,4705.518066,4705.518555,4705.518066,4705.518066,4705.518066,4705.518066,37644.14502
108000,4718.708984,4718.708984,4718.709473,4718.709961,4718.708984,4718.708984,4718.709473,4718.709473,37749.67432
108600,4731.63916,4731.63916,4731.63916,4731.639648,4731.63916,4731.63916,4731.63916,4731.63916,37853.11377
109200,4743.38623,4743.38623,4743.386719,4743.387207,4743.38623,4743.38623,4743.386719,4743.386719,37947.09229
109800,4753.946289,4753.946289,4753.946777,4753.947266,4753.946289,4753.946289,4753.946777,4753.946777,38031.57275
110400,4763.648926,4763.648926,4763.648926,4763.649414,4763.648926,4763.648926,4763.648926,4763.648926,38109.19189
111000,4773.233398,4773.233398,4773.233398,4773.233887,4773.233398,4773.233398,4773.233398,4773.233398,38185.86768
111600,2391.95752,2391.95752,2391.957764,2391.957764,2391.95752,2391.95752,2391.957764,2391.957764,19135.66113
112200,0,0,0,0,0,0,0,0,0
112800,0,0,0,0,0,0,0,0,0
113400,0,0,0,0,0,0,0,0,0
114000,0,0,0,0,0,0,0,0,0
114600,0,0,0,0,0,0,0,0,0
115200,0,0,0,0,0,0,0,0,0
115800,0,0,0,0,0,0,0,0,0
116400,0,0,0,0,0,0,0,0,0
117000,0,0,0,0,0,0,0,0,0
117600,0,0,0,0,0,0,0,0,0
118200,0,0,0,0,0,0,0,0,0
118800,0,0,0,0,0,0,0,0,0
119400,0,0,0,0,0,0,0,0,0
120000,0,0,0,0,0,0,0,0,0
120600,0,0,0,0,0,0,0,0,0
121200,0,0,0,0,0,0,0,0,0
121800,0,0,0,0,0,0,0,0,0
122400,0,0,0,0,0,0,0,0,0
123000,0,0,0,0,0,0,0,0,0
123600,0,0,0,0,0,0,0,0,0
124200,0,0,0,0,0,0,0,0,0
124800,0,0,0,0,0,0,0,0,0
125400,0,0,0,0,0,0,0,0,0
126000,0,0,0,0,0,0,0,0,0
126600,0,0,0,0,0,0,0,0,0
127200,0,0,0,0,0,0,0,0,0
127800,0,0,0,0,0,0,0,0,0
128400,0,0,0,0,0,0,0,0,0
129000,0,0,0,0,0,0,0,0,0
129600,0,0,0,0,0,0,0,0,0
130200,0,0,0,0,0,0,0,0,0
130800,0,0,0,0,0,0,0,0,0
131400,0,0,0,0,0,0,0,0,0
132000,0,0,0,0,0,0,0,0,0
132600,0,0,0,0,0,0,0,0,0
133200,0,0,0,0,0,0,0,0,0
133800,0,0,0,0,0,0,0,0,0
134400,0,0,0,0,0,0,0,0,0
135000,0,0,0,0,0,0,0,0,0
135600,0,0,0,0,0,0,0,0,0
136200,0,0,0,0,0,0,0,0,0
136800,0,0,0,0,0,0,0,0,0
137400,0,0,0,0,0,0,0,0,0
138000,0,0,0,0,0,0,0,0,0
138600,0,0,0,0,0,0,0,0,0
139200,0,0,0,0,0,0,0,0,0
139800,0,0,0,0,0,0,0,0,0
140400,0,0,0,0,0,0,0,0,0
141000,0,0,0,0,0,0,0,0,0
141600,0,0,0,0,0,0,0,0,0
142200,0,0,0,0,0,0,0,0,0
142800,0,0,0,0,0,0,0,0,0
143400,0,0,0,0,0,0,0,0,0
144000,0,0,0,0,0,0,0,0,0
144600,0,0,0,0,0,0,0,0,0
145200,0,0,0,0,0,0,0,0,0
145800,0,0,0,0,0,0,0,0,0
146400,0,0,0,0,0,0,0,0,0
147000,0,0,0,0,0,0,0,0,0
147600,9673.639648,9673.639648,9673.639648,9673.639648,9673.639648,9673.639648,9673.639648,9673.639648,77389.11719
148200,14900.31152,14900.31152,14900.31445,14900.31738,14900.31152,14900.31152,14900.31445,14900.31445,119202.5068
148800,12682.92188,12682.92188,12682.92188,12682.92188,12682.92188,12682.92188,12682.92188,12682.92188,101463.375
149400,12563.20117,12563.20117,12563.20117,12563.20117,12563.20117,12563.20117,12563.20117,12563.20117,100505.6094
150000,12481.62598,12481.62598,12481.62598,12481.62598,12481.62598,12481.62598,12481.62598,12481.62598,99853.00781
150600,12421.74219,12421.74219,12421.74316,12421.74316,12421.74219,12421.74219,12421.74316,12421.74316,99373.94141
151200,12377.43164,12377.43164,12377.43164,12377.43164,12377.43164,12377.43164,12377.43164,12377.43164,99019.45312
151800,12344.57324,12344.57324,12344.57324,12344.57422,12344.57324,12344.57324,12344.57324,12344.57324,98756.58691
152400,12320.12891,12320.12891,12320.12891,12320.12891,12320.12891,12320.12891,12320.12891,12320.12891,98561.03125
153000,12301.97559,12301.97559,12301.97559,12301.97559,12301.97559,12301.97559,12301.97559,12301.97559,98415.80469
153600,12288.62305,12288.62305,12288.62305,12288.62305,12288.62305,12288.62305,12288.62305,12288.62305,98308.98438
154200,12279.00488,12279.00488,12279.00488,12279.00488,12279.00488,12279.00488,12279.00488,12279.00488,98232.03906
154800,12272.35938,12272.35938,12272.35938,12272.35938,12272.35938,12272.35938,12272.35938,12272.35938,98178.875
155400,12267.64551,12267.64551,12267.64551,12267.64551,12267.64551,12267.64551,12267.64551,12267.64551,98141.16406
156000,12263.87988,12263.87988,12263.87988,12263.87988,12263.87988,12263.87988,12263.87988,12263.87988,98111.03906
156600,12260.85938,12260.85938,12260.85938,12260.85938,12260.85938,12260.85938,12260.85938,12260.85938,98086.875
157200,12258.53711,12258.53711,12258.53711,12258.53711,12258.53711,12258.53711,12258.53711,12258.53711,98068.29688
157800,11794.49805,11794.49805,11794.49902,11794.5,11794.49805,11794.49805,11794.49902,11794.49902,94355.98926
158400,11525.01953,11525.01953,11525.01953,11525.02051,11525.01953,11525.01953,11525.01953,11525.01953,92200.15723
159000,11279.48438,11279.48438,11279.48438,11279.48535,11279.48438,11279.48438,11279.48438,11279.48438,90235.87598
159600,11053.66797,11053.66797,11053.66797,11053.66895,11053.66797,11053.66797,11053.66797,11053.66797,88429.34473
160200,10844.55664,10844.55664,10844.55762,10844.55762,10844.55664,10844.55664,10844.55762,10844.55762,86756.45703
160800,10649.84082,10649.84082,10649.8418,10649.84277,10649.84082,10649.84082,10649.8418,10649.8418,85198.73145
161400,10467.69238,10467.69238,10467.69238,10467.69336,10467.69238,10467.69238,10467.69238,10467.69238,83741.54004
162000,10296.69141,10296.69141,10296.69238,10296.69238,10296.69141,10296.69141,10296.69238,10296.69238,82373.53516
162600,10135.60645,10135.60645,10135.60742,10135.60742,10135.60645,10135.60645,10135.60742,10135.60742,81084.85547
163200,9983.317383,9983.317383,9983.317383,9983.318359,9983.317383,9983.317383,9983.317383,9983.317383,79866.54004
163800,9838.958008,9838.958008,9838.958008,9838.958984,9838.958008,9838.958008,9838.958008,9838.958008,78711.66504
164400,9701.791016,9701.791016,9701.791016,9701.791992,9701.791016,9701.791016,9701.791016,9701.791016,77614.3291
165000,9571.229492,9571.229492,9571.230469,9571.230469,9571.229492,9571.229492,9571.230469,9571.230469,76569.83984
165600,9691.244141,9691.244141,9691.245117,9691.245117,9691.244141,9691.244141,9691.245117,9691.245117,77529.95703
166200,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,79485.28906
166800,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,79485.28906
167400,8397.923828,8397.923828,8397.924805,8397.924805,8397.923828,8397.923828,8397.924805,8397.924805,67183.39453
168000,7694.171387,7694.171387,7694.171387,7694.171387,7694.171387,7694.171387,7694.171387,7694.171387,61553.37109
168600,7391.166016,7391.166016,7391.166016,7391.166016,7391.166016,7391.166016,7391.166016,7391.166016,59129.32812
169200,7143.925781,7143.925781,7143.925781,7143.925781,7143.925781,7143.925781,7143.925781,7143.925781,57151.40625
169800,6934.662109,6934.662109,6934.662109,6934.662598,6934.662109,6934.662109,6934.662109,6934.662109,55477.29736
170400,6751.254883,6751.254883,6751.254883,6751.254883,6751.254883,6751.254883,6751.254883,6751.254883,54010.03906
171000,6587.529297,6587.529297,6587.529297,6587.529297,6587.529297,6587.529297,6587.529297,6587.529297,52700.23438
171600,6440.041992,6440.041992,6440.041992,6440.041992,6440.041992,6440.041992,6440.041992,6440.041992,51520.33594
172200,6307.108398,6307.108398,6307.108398,6307.108398,6307.108398,6307.108398,6307.108398,6307.108398,50456.86719
172800,6188.320313,6188.320313,6188.320313,6188.320313,6188.320313,6188.320313,6188.320313,6188.320313,49506.5625
173400,6081.714844,6081.714844,6081.714844,6081.715332,6081.714844,6081.714844,6081.714844,6081.714844,48653.71924
174000,5983.591797,5983.591797,5983.591797,5983.591797,5983.591797,5983.591797,5983.591797,5983.591797,47868.73438
174600,5892.45459,5892.45459,5892.45459,5892.455078,5892.45459,5892.45459,5892.45459,5892.45459,47139.63721
175200,5807.197754,5807.197754,5807.198242,5807.198242,5807.197754,5807.197754,5807.198242,5807.198242,46457.58398
175800,5961.48877,5961.48877,5961.48877,5961.489258,5961.48877,5961.48877,5961.48877,5961.48877,47691.91064
176400,5951.536621,5951.536621,5951.537109,5951.537109,5951.536621,5951.536621,5951.537109,5951.537109,47612.29492
177000,5940.69873,5940.69873,5940.69873,5940.699219,5940.69873,5940.69873,5940.69873,5940.69873,47525.59033
177600,5931.049805,5931.049805,5931.049805,5931.050293,5931.049805,5931.049805,5931.049805,5931.049805,47448.39893
178200,5922.546387,5922.546387,5922.546387,5922.546875,5922.546387,5922.546387,5922.546387,5922.546387,47380.37158
178800,5914.672363,5914.672363,5914.672363,5914.672852,5914.672363,5914.672363,5914.672363,5914.672363,47317.37939
179400,5906.713867,5906.713867,5906.714355,5906.714355,5906.713867,5906.713867,5906.714355,5906.714355,47253.71289
180000,5897.880371,5897.880371,5897.880859,5897.880859,5897.880371,5897.880371,5897.880859,5897.880859,47183.04492
180600,5888.330078,5888.330078,5888.330566,5888.330566,5888.330078,5888.330078,5888.330566,5888.330566,47106.64258
181200,5878.671875,5878.671875,5878.671875,5878.672363,5878.671875,5878.671875,5878.671875,5878.671875,47029.37549
181800,5868.548828,5868.548828,5868.548828,5868.548828,5868.548828,5868.548828,5868.548828,5868.548828,46948.39062
182400,5857.687988,5857.687988,5857.687988,5857.687988,5857.687988,5857.687988,5857.687988,5857.687988,46861.50391
183000,5845.938965,5845.938965,5845.938965,5845.938965,5845.938965,5845.938965,5845.938965,5845.938965,46767.51172
183600,5833.316895,5833.316895,5833.316895,5833.317383,5833.316895,5833.316895,5833.316895,5833.316895,46666.53564
184200,5821.064941,5821.064941,5821.064941,5821.06543,5821.064941,5821.064941,5821.064941,5821.064941,46568.52002
184800,5810.313477,5810.313477,5810.313477,5810.313965,5810.313477,5810.313477,5810.313477,5810.313477,46482.5083
185400,5801.183105,5801.183105,5801.183105,5801.183594,5801.183105,5801.183105,5801.183105,5801.183105,46409.46533
186000,5793.339844,5793.339844,5793.339844,5793.340332,5793.339844,5793.339844,5793.339844,5793.339844,46346.71924
186600,5786.879883,5786.879883,5786.879883,5786.880371,5786.879883,5786.879883,5786.879883,5786.879883,46295.03955
187200,5780.472656,5780.472656,5780.472656,5780.472656,5780.472656,5780.472656,5780.472656,5780.472656,46243.78125
187800,5772.583496,5772.583496,5772.583496,5772.583496,5772.583496,5772.583496,5772.583496,5772.583496,46180.66797
188400,5763.183594,5763.183594,5763.183594,5763.183594,5763.183594,5763.183594,5763.183594,5763.183594,46105.46875
189000,5752.677734,5752.677734,5752.677734,5752.678223,5752.677734,5752.677734,5752.677734,5752.677734,46021.42236
189600,5741.771484,5741.771484,5741.771973,5741.771973,5741.771484,5741.771484,5741.771973,5741.771973,45934.17383
190200,5731.38623,5731.38623,5731.386719,5731.386719,5731.38623,5731.38623,5731.386719,5731.386719,45851.0918
190800,5722.587891,5722.587891,5722.587891,5722.588379,5722.587891,5722.587891,5722.587891,5722.587891,45780.70361
191400,5716.540039,5716.540039,5716.540039,5716.540039,5716.540039,5716.540039,5716.540039,5716.540039,45732.32031
192000,5713.289063,5713.289063,5713.289551,5713.289551,5713.289063,5713.289063,5713.289551,5713.289551,45706.31445
192600,5712.021973,5712.021973,5712.021973,5712.021973,5712.021973,5712.021973,5712.021973,5712.021973,45696.17578
193200,5711.766602,5711.766602,5711.766602,5711.766602,5711.766602,5711.766602,5711.766602,5711.766602,45694.13281
193800,5711.461914,5711.461914,5711.461914,5711.461914,5711.461914,5711.461914,5711.461914,5711.461914,45691.69531
194400,5709.995117,5709.995117,5709.995605,5709.995605,5709.995117,5709.995117,5709.995605,5709.995605,45679.96289
195000,5706.836914,5706.836914,5706.836914,5706.836914,5706.836914,5706.836914,5706.836914,5706.836914,45654.69531
195600,5702.465332,5702.465332,5702.465332,5702.465332,5702.465332,5702.465332,5702.465332,5702.465332,45619.72266
196200,5697.147461,5697.147461,5697.147461,5697.147461,5697.147461,5697.147461,5697.147461,5697.147461,45577.17969
196800,5691.144531,5691.144531,5691.144531,5691.144531,5691.144531,5691.144531,5691.144531,5691.144531,45529.15625
197400,5684.699707,5684.699707,5684.699707,5684.700195,5684.699707,5684.699707,5684.699707,5684.699707,45477.59814
198000,2838.996582,2838.996582,2838.996582,2838.996582,2838.996582,2838.996582,2838.996582,2838.996582,22711.97266
198600,0,0,0,0,0,0,0,0,0
199200,0,0,0,0,0,0,0,0,0
199800,0,0,0,0,0,0,0,0,0
200400,0,0,0,0,0,0,0,0,0
201000,0,0,0,0,0,0,0,0,0
201600,0,0,0,0,0,0,0,0,0
202200,0,0,0,0,0,0,0,0,0
202800,0,0,0,0,0,0,0,0,0
203400,0,0,0,0,0,0,0,0,0
204000,0,0,0,0,0,0,0,0,0
204600,0,0,0,0,0,0,0,0,0
205200,0,0,0,0,0,0,0,0,0
205800,0,0,0,0,0,0,0,0,0
206400,0,0,0,0,0,0,0,0,0
207000,0,0,0,0,0,0,0,0,0
207600,0,0,0,0,0,0,0,0,0
208200,0,0,0,0,0,0,0,0,0
208800,0,0,0,0,0,0,0,0,0
209400,0,0,0,0,0,0,0,0,0
210000,0,0,0,0,0,0,0,0,0
210600,0,0,0,0,0,0,0,0,0
211200,0,0,0,0,0,0,0,0,0
211800,0,0,0,0,0,0,0,0,0
212400,0,0,0,0,0,0,0,0,0
213000,0,0,0,0,0,0,0,0,0
213600,0,0,0,0,0,0,0,0,0
214200,0,0,0,0,0,0,0,0,0
214800,0,0,0,0,0,0,0,0,0
215400,0,0,0,0,0,0,0,0,0
216000,0,0,0,0,0,0,0,0,0
216600,0,0,0,0,0,0,0,0,0
217200,0,0,0,0,0,0,0,0,0
217800,0,0,0,0,0,0,0,0,0
218400,0,0,0,0,0,0,0,0,0
219000,0,0,0,0,0,0,0,0,0
219600,0,0,0,0,0,0,0,0,0
220200,0,0,0,0,0,0,0,0,0
220800,0,0,0,0,0,0,0,0,0
221400,0,0,0,0,0,0,0,0,0
222000,0,0,0,0,0,0,0,0,0
222600,0,0,0,0,0,0,0,0,0
223200,0,0,0,0,0,0,0,0,0
223800,0,0,0,0,0,0,0,0,0
224400,0,0,0,0,0,0,0,0,0
225000,0,0,0,0,0,0,0,0,0
225600,0,0,0,0,0,0,0,0,0
226200,0,0,0,0,0,0,0,0,0
226800,0,0,0,0,0,0,0,0,0
227400,0,0,0,0,0,0,0,0,0
228000,0,0,0,0,0,0,0,0,0
228600,0,0,0,0,0,0,0,0,0
229200,0,0,0,0,0,0,0,0,0
229800,0,0,0,0,0,0,0,0,0
230400,0,0,0,0,0,0,0,0,0
231000,0,0,0,0,0,0,0,0,0
231600,0,0,0,0,0,0,0,0,0
232200,0,0,0,0,0,0,0,0,0
232800,0,0,0,0,0,0,0,0,0
233400,0,0,0,0,0,0,0,0,0
234000,9673.639648,9673.639648,9673.639648,9673.639648,9673.639648,9673.639648,9673.639648,9673.639648,77389.11719
234600,19347.2793,19347.2793,19347.2793,19347.2793,19347.2793,19347.2793,19347.2793,19347.2793,154778.2344
235200,13089.87793,13089.87793,13089.87793,13089.87793,13089.87793,13089.87793,13089.87793,13089.87793,104719.0234
235800,12933.41113,12933.41113,12933.41113,12933.41113,12933.41113,12933.41113,12933.41113,12933.41113,103467.2891
236400,12824.09375,12824.09375,12824.09375,12824.09375,12824.09375,12824.09375,12824.09375,12824.09375,102592.75
237000,12741.11133,12741.11133,12741.11133,12741.11133,12741.11133,12741.11133,12741.11133,12741.11133,101928.8906
237600,12676.88184,12676.88184,12676.88184,12676.88184,12676.88184,12676.88184,12676.88184,12676.88184,101415.0547
238200,12626.30078,12626.30078,12626.30078,12626.30078,12626.30078,12626.30078,12626.30078,12626.30078,101010.4062
238800,12585.78223,12585.78223,12585.78223,12585.78223,12585.78223,12585.78223,12585.78223,12585.78223,100686.2578
239400,12552.87891,12552.87891,12552.87891,12552.87891,12552.87891,12552.87891,12552.87891,12552.87891,100423.0312
240000,12525.93457,12525.93457,12525.93457,12525.93457,12525.93457,12525.93457,12525.93457,12525.93457,100207.4766
240600,12503.8584,12503.8584,12503.8584,12503.8584,12503.8584,12503.8584,12503.8584,12503.8584,100030.8672
241200,12485.97363,12485.97363,12485.97363,12485.97363,12485.97363,12485.97363,12485.97363,12485.97363,99887.78906
241800,12471.63379,12471.63379,12471.63379,12471.63379,12471.63379,12471.63379,12471.63379,12471.63379,99773.07031
242400,12460.03516,12460.03516,12460.03516,12460.03516,12460.03516,12460.03516,12460.03516,12460.03516,99680.28125
243000,12450.64941,12450.64941,12450.64941,12450.64941,12450.64941,12450.64941,12450.64941,12450.64941,99605.19531
243600,12443.0498,12443.0498,12443.0498,12443.0498,12443.0498,12443.0498,12443.0498,12443.0498,99544.39844
244200,12436.92383,12436.92383,12436.92383,12436.92383,12436.92383,12436.92383,12436.92383,12436.92383,99495.39062
244800,12432.02637,12432.02637,12432.02637,12432.02637,12432.02637,12432.02637,12432.02637,12432.02637,99456.21094
245400,11910.72559,11910.72559,11910.72656,11910.72656,11910.72559,11910.72559,11910.72656,11910.72656,95285.80859
246000,11656.27344,11656.27344,11656.27344,11656.27441,11656.27344,11656.27344,11656.27344,11656.27344,93250.18848
246600,11424.55957,11424.55957,11424.56055,11424.56055,11424.55957,11424.55957,11424.56055,11424.56055,91396.48047
247200,11211.29199,11211.29199,11211.29199,11211.29199,11211.29199,11211.29199,11211.29199,11211.29199,89690.33594
247800,11012.5791,11012.5791,11012.5791,11012.5791,11012.5791,11012.5791,11012.5791,11012.5791,88100.63281
248400,10824.8125,10824.8125,10824.81348,10824.81348,10824.8125,10824.8125,10824.81348,10824.81348,86598.50391
249000,10643.92773,10643.92773,10643.92773,10643.92773,10643.92773,10643.92773,10643.92773,10643.92773,85151.42188
249600,10467.58008,10467.58008,10467.58008,10467.58105,10467.58008,10467.58008,10467.58008,10467.58008,83740.6416
250200,10296.27832,10296.27832,10296.27832,10296.27832,10296.27832,10296.27832,10296.27832,10296.27832,82370.22656
250800,10131.18359,10131.18359,10131.18359,10131.18457,10131.18359,10131.18359,10131.18359,10131.18359,81049.46973
251400,9974.006836,9974.006836,9974.007813,9974.007813,9974.006836,9974.006836,9974.007813,9974.007813,79792.05859
252000,9881.222656,9881.222656,9881.222656,9881.222656,9881.222656,9881.222656,9881.222656,9881.222656,79049.78125
252600,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,79485.28906
253200,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,79485.28906
253800,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,9935.661133,79485.28906
254400,7836.59082,7836.59082,7836.59082,7836.59082,7836.59082,7836.59082,7836.59082,7836.59082,62692.72656
255000,7528.594727,7528.594727,7528.594727,7528.594727,7528.594727,7528.594727,7528.594727,7528.594727,60228.75781
255600,7276.51123,7276.51123,7276.51123,7276.51123,7276.51123,7276.51123,7276.51123,7276.51123,58212.08984
256200,7062.934082,7062.934082,7062.934082,7062.934082,7062.934082,7062.934082,7062.934082,7062.934082,56503.47266
256800,6877.600098,6877.600098,6877.600098,6877.600098,6877.600098,6877.600098,6877.600098,6877.600098,55020.80078
257400,6714.016113,6714.016113,6714.016113,6714.016602,6714.016113,6714.016113,6714.016113,6714.016113,53712.12939
258000,6568.222168,6568.222168,6568.222168,6568.222168,6568.222168,6568.222168,6568.222168,6568.222168,52545.77734
258600,6437.919922,6437.919922,6437.919922,6437.919922,6437.919922,6437.919922,6437.919922,6437.919922,51503.35938
259200,6322.025879,6322.025879,6322.025879,6322.025879,6322.025879,6322.025879,6322.025879,6322.025879,50576.20703
259800,6218.42041,6218.42041,6218.42041,6218.42041,6218.42041,6218.42041,6218.42041,6218.42041,49747.36328
260400,6361.179688,6361.179688,6361.179688,6361.180176,6361.179688,6361.179688,6361.179688,6361.179688,50889.43799
261000,6360.522949,6360.522949,6360.523438,6360.523438,6360.522949,6360.522949,6360.523438,6360.523438,50884.18555
